registered_year,engine_capacity,kms_driven,max_power,seats,mileage,resale_price_Lakh,ID,prediction,insurance,transmission_type,owner_type,fuel_type,body_type
2014,1198,44760,70.0,5.0,20.0,2.65,1814,3.2349999999999994,Comprehensive,Manual,First Owner,Petrol,Hatchback
2021,1493,58000,110.0,5.0,18.0,16.5,1815,16.901600000000002,Comprehensive,Automatic,First Owner,Diesel,SUV
2019,1462,42000,100.0,5.0,22.0,7.35,1816,7.647000000000007,Third Party,Manual,First Owner,Petrol,Sedan
2013,1197,27109,80.0,5.0,20.0,3.32,1817,3.4429999999999974,Third Party,Manual,First Owner,Petrol,Hatchback
2014,1498,10000,90.0,5.0,22.0,4.8,1818,4.502000000000005,Third Party insurance,Manual,First Owner,Diesel,SUV
2018,1248,84974,70.0,5.0,28.0,6.9,1819,6.812899999999992,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2022,1497,36965,120.0,5.0,20.0,11.73,1820,12.73410000000001,Zero Dep,Automatic,First Owner,Diesel,SUV
2016,999,73527,70.0,5.0,24.0,3.57,1821,3.492899999999996,Comprehensive,Manual,First Owner,Petrol,Hatchback
2019,999,37634,70.0,5.0,24.0,4.05,1822,4.045900000000003,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2019,999,30000,70.0,5.0,24.0,3.7,1823,3.846999999999997,Third Party insurance,Automatic,Second Owner,Petrol,Hatchback
2013,1498,101306,100.0,5.0,16.0,1.85,1824,2.303899999999997,Third Party insurance,Manual,First Owner,Petrol,Sedan
2018,1197,66475,80.0,5.0,22.0,6.5,1825,6.161599999999997,Comprehensive,Manual,First Owner,Petrol,Sedan
2012,1461,101488,80.0,5.0,22.0,2.3,1826,2.582300000000004,Not Available,Manual,First Owner,Diesel,Sedan
2016,1197,65000,80.0,5.0,18.0,4.5,1827,4.478100000000001,Comprehensive,Manual,First Owner,Petrol,Hatchback
2020,1591,35816,120.0,5.0,16.0,11.98,1828,11.79780000000001,Third Party,Manual,Second Owner,Petrol,SUV
2014,1197,80039,80.0,5.0,18.0,3.61,1829,3.613900000000005,Comprehensive,Manual,First Owner,Petrol,Hatchback
2018,2393,90000,150.0,8.0,14.0,18.75,1830,18.200400000000005,Third Party insurance,Manual,First Owner,Diesel,MUV
2020,1197,75000,80.0,5.0,18.0,7.9,1831,7.67039999999999,Comprehensive,Manual,First Owner,Petrol,SUV
2016,998,70235,70.0,5.0,18.0,3.75,1832,3.756700000000001,Comprehensive,Manual,First Owner,Petrol,Hatchback
2017,1591,87878,120.0,5.0,12.0,9.91,1833,9.9082,Comprehensive,Automatic,First Owner,Petrol,SUV
2011,2179,120000,140.0,7.0,14.0,2.5,1834,2.735,Third Party insurance,Manual,First Owner,Diesel,SUV
2021,999,16304,70.0,5.0,20.0,7.5,1835,7.260700000000001,Third Party insurance,Automatic,First Owner,Petrol,SUV
2014,1498,74186,90.0,5.0,22.0,4.49,1836,4.691200000000003,Comprehensive,Manual,First Owner,Diesel,SUV
2016,1197,34488,80.0,5.0,18.0,4.82,1838,5.195099999999997,Comprehensive,Manual,First Owner,Petrol,Hatchback
2016,1197,38000,80.0,5.0,18.0,3.75,1840,3.806000000000001,Comprehensive,Manual,First Owner,Petrol,Hatchback
2022,2393,52000,150.0,8.0,12.0,24.5,1841,24.392100000000006,Comprehensive,Manual,First Owner,Diesel,MUV
2016,1197,14492,80.0,5.0,20.0,4.01,1842,4.597399999999996,Comprehensive,Manual,First Owner,Petrol,Sedan
2020,796,45514,50.0,5.0,22.0,3.58,1843,3.4749,Third Party,Manual,First Owner,Petrol,Hatchback
2018,1198,50000,90.0,5.0,18.0,6.2,1844,6.3028,Third Party insurance,Manual,First Owner,Petrol,Sedan
2015,1193,30000,90.0,5.0,18.0,2.0,1846,2.3331,Third Party insurance,Manual,Second Owner,Petrol,Sedan
2013,1598,75000,100.0,5.0,16.0,3.5,1847,3.6019999999999985,Comprehensive,Manual,Second Owner,Petrol,Sedan
2017,1197,56740,80.0,5.0,22.0,5.41,1848,5.356600000000007,Zero Dep,Manual,First Owner,Petrol,Hatchback
2016,1197,30231,80.0,5.0,18.0,6.0,1849,5.7544,Not Available,Manual,First Owner,Petrol,Hatchback
2022,998,2100,120.0,5.0,18.0,10.9,1850,11.260499999999997,Third Party insurance,Manual,First Owner,Petrol,SUV
2009,1497,50000,120.0,5.0,16.0,2.65,1851,2.615300000000002,Third Party insurance,Manual,Second Owner,Petrol,Sedan
2022,1197,2292,90.0,5.0,22.0,9.5,1852,9.3304,Zero Dep,Automatic,First Owner,Petrol,Sedan
2018,1197,38705,80.0,5.0,22.0,6.08,1853,6.435399999999998,Comprehensive,Manual,First Owner,Petrol,Sedan
2020,999,46000,70.0,7.0,20.0,6.45,1854,6.467100000000001,Comprehensive,Manual,First Owner,Petrol,MUV
2015,998,50000,70.0,5.0,20.0,3.25,1855,3.3793,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2017,1995,41000,190.0,5.0,20.0,27.0,1856,27.913,Comprehensive,Automatic,First Owner,Diesel,Sedan
2015,2494,100000,100.0,8.0,12.0,8.49,1857,9.449100000000003,Comprehensive,Manual,First Owner,Diesel,MUV
2017,1248,30153,90.0,5.0,28.0,7.85,1858,7.319900000000009,Third Party insurance,Manual,First Owner,Diesel,Sedan
2018,1199,54426,90.0,5.0,20.0,6.81,1859,6.904099999999994,Third Party insurance,Automatic,First Owner,Petrol,Sedan
2018,1248,76701,90.0,5.0,26.0,6.81,1860,6.936499999999991,Comprehensive,Manual,First Owner,Diesel,SUV
2018,814,77164,60.0,5.0,22.0,3.14,1862,3.0638999999999954,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2019,1497,8809,120.0,5.0,16.0,9.24,1863,9.423400000000004,Comprehensive,Manual,First Owner,Petrol,SUV
2020,1497,30000,120.0,5.0,18.0,8.5,1864,9.2712,Third Party insurance,Automatic,Second Owner,Petrol,Sedan
2014,1197,83691,90.0,5.0,22.0,4.76,1865,4.469399999999997,Third Party insurance,Manual,Second Owner,Petrol,Sedan
2021,998,46027,120.0,5.0,18.0,9.17,1866,9.66249999999999,Comprehensive,Manual,First Owner,Petrol,SUV
2017,1591,42757,120.0,5.0,12.0,9.95,1867,10.095100000000013,Comprehensive,Manual,Second Owner,Petrol,SUV
2016,1591,85781,120.0,5.0,12.0,9.34,1868,9.288600000000008,Comprehensive,Automatic,First Owner,Petrol,SUV
2018,1248,90000,90.0,5.0,24.0,8.0,1869,7.982800000000001,Third Party insurance,Automatic,First Owner,Diesel,SUV
2013,1498,45134,100.0,5.0,26.0,4.0,1870,4.0974,Not Available,Manual,First Owner,Diesel,Sedan
2015,1197,50197,80.0,5.0,20.0,4.6,1871,4.563500000000007,Third Party insurance,Manual,First Owner,Petrol,Sedan
2014,2199,70000,190.0,7.0,14.0,9.7,1872,10.891800000000012,Third Party insurance,Automatic,First Owner,Diesel,SUV
2012,1396,68459,90.0,5.0,22.0,3.25,1873,3.1429,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2018,1995,40000,190.0,5.0,20.0,34.9,1874,33.39580000000004,Comprehensive,Automatic,Second Owner,Diesel,Sedan
2019,998,87354,70.0,5.0,22.0,5.45,1875,5.087299999999994,Third Party,Manual,First Owner,Petrol,Hatchback
2016,1199,33961,70.0,5.0,16.0,6.6,1876,6.053400000000005,Comprehensive,Manual,First Owner,Petrol,Hatchback
2016,1498,60000,100.0,5.0,26.0,6.0,1877,6.251599999999999,Third Party insurance,Manual,Second Owner,Diesel,Sedan
2020,1199,50000,90.0,5.0,20.0,7.0,1878,6.7636,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2013,999,39200,120.0,5.0,18.0,4.65,1879,4.543099999999994,Comprehensive,Manual,First Owner,Petrol,SUV
2011,2987,117000,250.0,5.0,12.0,9.99,1880,15.157500000000006,Comprehensive,Automatic,Second Owner,Diesel,SUV
2010,1598,70000,100.0,5.0,16.0,3.45,1882,3.217099999999996,Third Party insurance,Manual,Third Owner,Petrol,Sedan
2019,799,32860,50.0,5.0,22.0,2.96,1883,3.1282999999999976,Third Party,Manual,Second Owner,Petrol,Hatchback
2017,1497,71481,120.0,5.0,18.0,6.96,1884,7.165600000000004,Comprehensive,Manual,First Owner,Petrol,Sedan
2017,2755,90322,170.0,7.0,12.0,19.31,1885,19.021099999999983,Zero Dep,Automatic,First Owner,Diesel,MUV
2017,1497,60000,120.0,5.0,18.0,7.5,1886,7.564099999999999,Third Party insurance,Manual,First Owner,Petrol,Sedan
2018,1498,77563,100.0,5.0,24.0,7.06,1887,6.83699999999999,Third Party,Manual,Second Owner,Diesel,SUV
2021,1197,24732,80.0,5.0,20.0,6.34,1888,6.532199999999997,Comprehensive,Manual,First Owner,Petrol,Hatchback
2013,1796,70000,190.0,5.0,12.0,15.0,1889,14.594400000000006,Third Party insurance,Automatic,Fourth Owner,Petrol,Sedan
2020,1497,15456,110.0,5.0,16.0,11.01,1890,11.0264,Third Party insurance,Manual,First Owner,Petrol,SUV
2021,1462,12000,100.0,5.0,18.0,8.9,1891,9.14319999999999,Third Party insurance,Manual,First Owner,Petrol,SUV
2018,1198,55913,110.0,5.0,16.0,8.01,1892,7.847999999999994,Not Available,Automatic,First Owner,Petrol,SUV
2011,1248,189449,70.0,5.0,22.0,1.75,1893,2.0301656999999995,Not Available,Manual,Second Owner,Diesel,Hatchback
2013,1197,127938,80.0,5.0,18.0,3.5,1894,3.3852,Comprehensive,Manual,First Owner,Petrol,Hatchback
2022,998,5500,70.0,5.0,26.0,5.15,1895,5.370999999999992,Comprehensive,Manual,First Owner,Petrol,Hatchback
2021,1197,30000,80.0,5.0,20.0,8.0,1896,7.836600000000001,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2020,1197,8404,80.0,5.0,20.0,6.98,1897,6.704000000000005,Third Party,Manual,First Owner,Petrol,Hatchback
2021,1493,56488,110.0,5.0,24.0,9.03,1898,10.729899999999988,Not Available,Manual,First Owner,Diesel,Sedan
2015,1197,46156,80.0,5.0,18.0,4.89,1899,5.057799999999993,Comprehensive,Manual,First Owner,Petrol,Hatchback
2021,998,1672,70.0,5.0,26.0,6.53,1900,6.314599999999992,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2016,1248,120000,70.0,5.0,24.0,2.7,1901,2.9369999999999963,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2019,1462,80000,100.0,5.0,22.0,8.0,1902,7.659099999999998,Third Party insurance,Manual,First Owner,Petrol,Sedan
2015,1198,64500,90.0,5.0,18.0,3.49,1903,3.816600000000004,Third Party insurance,Manual,First Owner,Petrol,Sedan
2009,796,48594,50.0,5.0,20.0,0.66988,1904,0.8255184000000011,Not Available,Manual,Second Owner,Petrol,Hatchback
2017,1199,58000,90.0,5.0,18.0,6.0,1905,6.258699999999999,Comprehensive,Manual,First Owner,Petrol,SUV
2011,796,20000,50.0,5.0,20.0,1.55,1906,1.5314,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2022,1493,19511,110.0,7.0,20.0,16.5,1907,15.4488,Comprehensive,Manual,First Owner,Diesel,SUV
2015,1396,80000,70.0,5.0,24.0,1.5,1908,3.042,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
2014,1497,80000,120.0,5.0,18.0,5.65,1909,5.791199999999992,Comprehensive,Automatic,First Owner,Petrol,Sedan
2020,1462,60700,100.0,5.0,20.0,8.95,1910,8.92990000000001,Third Party,Manual,First Owner,Petrol,Sedan
2016,998,23305,70.0,5.0,20.0,3.99,1911,4.019800000000003,Third Party,Automatic,First Owner,Petrol,Hatchback
2016,1197,98504,80.0,5.0,18.0,5.38,1912,5.012299999999997,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2016,1196,28034,90.0,5.0,18.0,4.16,1913,4.117600000000003,Comprehensive,Manual,First Owner,Petrol,Sedan
2018,1969,45000,190.0,5.0,18.0,39.5,1914,39.0395,Comprehensive,Automatic,First Owner,Diesel,Sedan
2018,1194,42024,90.0,5.0,20.0,5.41,1915,5.4889000000000046,Third Party,Manual,First Owner,Petrol,Hatchback
2018,2179,60000,140.0,7.0,16.0,12.7,1916,11.727100000000013,Third Party insurance,Manual,Second Owner,Diesel,SUV
2015,1498,119887,100.0,5.0,26.0,5.97,1917,5.477400000000009,Comprehensive,Manual,First Owner,Diesel,Sedan
2012,1798,58000,160.0,5.0,14.0,4.5,1918,4.669499999999998,Comprehensive,Manual,Second Owner,Petrol,Sedan
2011,1197,56545,80.0,5.0,20.0,2.09,1919,2.0656000000000017,Third Party,Manual,Second Owner,Petrol,Hatchback
2018,1199,30742,90.0,5.0,18.0,7.7,1920,7.55180000000001,Third Party insurance,Manual,First Owner,Petrol,SUV
2018,999,60000,70.0,5.0,24.0,3.0,1921,3.187899999999999,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2015,1582,46892,130.0,5.0,24.0,5.0,1922,5.0965,Third Party,Manual,Second Owner,Diesel,Sedan
2015,1498,120000,100.0,5.0,22.0,4.5,1923,4.5173,Third Party insurance,Manual,First Owner,Diesel,SUV
2019,1196,61749,90.0,5.0,18.0,4.04,1924,4.522600000000004,Not Available,Manual,First Owner,Petrol,Hatchback
2012,1248,75268,70.0,5.0,22.0,3.85,1925,3.592800000000002,Third Party,Manual,First Owner,Diesel,Hatchback
2014,1995,68000,190.0,5.0,18.0,20.5,1926,18.5775,Comprehensive,Automatic,First Owner,Diesel,Sedan
2015,1197,55003,80.0,5.0,18.0,4.04,1927,4.243800000000004,Third Party,Manual,Second Owner,Petrol,Hatchback
2016,1498,100000,100.0,5.0,28.0,3.2,1928,3.7879999999999954,Third Party insurance,Manual,Fourth Owner,Diesel,Sedan
2012,1086,24918,70.0,5.0,20.0,2.54,1929,2.532899999999998,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2021,1493,30000,110.0,5.0,20.0,12.7,1930,13.213500000000016,Third Party insurance,Manual,First Owner,Diesel,SUV
2013,1248,86630,70.0,5.0,22.0,4.5,1931,4.454200000000003,Comprehensive,Manual,First Owner,Diesel,Hatchback
2014,2179,78698,140.0,7.0,16.0,9.5,1932,9.1593,Comprehensive,Manual,First Owner,Diesel,SUV
2016,1598,20000,100.0,5.0,16.0,7.5,1933,6.927900000000001,Third Party insurance,Manual,First Owner,Petrol,Sedan
2010,1399,132787,70.0,5.0,20.0,2.1,1934,2.087599999999997,Comprehensive,Manual,Second Owner,Diesel,Hatchback
2011,1497,117824,120.0,5.0,16.0,3.75,1935,3.7245,Third Party insurance,Manual,First Owner,Petrol,Sedan
2017,1199,29919,90.0,5.0,18.0,8.0,1936,7.6438,Not Available,Manual,First Owner,Petrol,SUV
2015,1499,70000,110.0,5.0,16.0,4.89,1937,5.028199999999995,Third Party insurance,Automatic,First Owner,Petrol,SUV
2010,2953,82000,150.0,7.0,12.0,4.7,1938,4.912999999999994,Comprehensive,Automatic,Second Owner,Diesel,SUV
2018,1396,72000,90.0,5.0,22.0,8.25,1939,8.332,Comprehensive,Manual,First Owner,Diesel,SUV
2016,1498,51215,100.0,5.0,22.0,7.3,1941,6.997399999999998,Comprehensive,Manual,First Owner,Diesel,SUV
2021,1956,50000,170.0,5.0,18.0,22.5,1942,21.7546,Third Party insurance,Manual,First Owner,Diesel,SUV
2015,1364,109423,70.0,5.0,24.0,4.51,1943,4.251199999999996,Not Available,Manual,First Owner,Diesel,Hatchback
2018,1995,37000,190.0,5.0,20.0,25.9,1944,27.59740000000004,Third Party insurance,Automatic,Second Owner,Diesel,SUV
2012,998,59863,60.0,5.0,32.0,2.0,1945,2.207899999999999,Comprehensive,Manual,Second Owner,CNG,Hatchback
2012,1197,48866,80.0,5.0,20.0,3.5,1946,3.2893,Third Party insurance,Manual,First Owner,Petrol,Sedan
2020,1197,20000,80.0,5.0,22.0,7.05,1947,7.084099999999996,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2011,1582,117147,130.0,5.0,22.0,3.2,1948,3.185899999999996,Not Available,Manual,Second Owner,Diesel,Sedan
2015,998,70766,70.0,5.0,20.0,2.97,1949,3.0222999999999995,Third Party,Manual,First Owner,Petrol,Hatchback
2020,1462,50000,100.0,5.0,18.0,7.5,1951,8.1135,Third Party insurance,Manual,First Owner,Petrol,SUV
2014,1248,40000,70.0,5.0,26.0,5.95,1952,4.919899999999994,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
2021,999,11336,70.0,5.0,22.0,5.16,1953,5.212400000000007,Third Party,Manual,First Owner,Petrol,Hatchback
2012,1798,150000,160.0,5.0,14.0,5.0,1954,4.701499999999999,Third Party insurance,Manual,First Owner,Petrol,Sedan
2010,1497,70000,120.0,5.0,16.0,2.15,1955,2.2873000000000023,Third Party insurance,Manual,Second Owner,Petrol,Sedan
2022,1462,20000,100.0,6.0,18.0,12.5,1956,12.8786,Third Party insurance,Automatic,Second Owner,Petrol,MUV
2022,998,13642,60.0,5.0,34.0,6.03,1957,5.992199999999992,Third Party,Manual,First Owner,CNG,Hatchback
2018,1086,18000,70.0,5.0,20.0,4.95,1958,4.701999999999995,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2018,1582,50000,130.0,5.0,18.0,10.9,1959,11.232799999999992,Third Party insurance,Automatic,Second Owner,Diesel,SUV
2010,1197,45000,80.0,5.0,16.0,3.5,1960,3.5304,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2011,1086,50000,70.0,5.0,20.0,2.05,1961,2.0202000000000027,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2020,1199,31703,80.0,5.0,20.0,5.74,1962,5.920400000000003,Third Party,Manual,First Owner,Petrol,Sedan
2022,998,3742,70.0,5.0,24.0,5.97,1963,5.939400000000009,Zero Dep,Manual,First Owner,Petrol,Hatchback
2018,1248,113000,70.0,5.0,20.0,6.15,1964,6.041999999999993,Third Party insurance,Manual,First Owner,Diesel,Sedan
2020,1197,38368,80.0,5.0,22.0,6.18,1965,6.171999999999997,Zero Dep,Manual,Second Owner,Petrol,Hatchback
2018,1497,60000,110.0,5.0,22.0,8.0,1966,7.770800000000001,Third Party insurance,Manual,First Owner,Diesel,SUV
2018,1197,12000,80.0,5.0,18.0,4.75,1967,4.757499999999999,Comprehensive,Manual,First Owner,Petrol,Hatchback
2016,1248,38325,90.0,7.0,24.0,8.0,1968,7.937399999999999,Not Available,Manual,First Owner,Diesel,MUV
2014,1120,75840,70.0,5.0,24.0,3.76,1969,3.630999999999995,Third Party insurance,Manual,Third Owner,Diesel,Hatchback
2017,1497,18069,120.0,5.0,18.0,7.88,1971,7.747799999999997,Comprehensive,Manual,Second Owner,Petrol,Sedan
2016,1248,60096,90.0,5.0,24.0,8.08,1972,7.924700000000005,Comprehensive,Manual,First Owner,Diesel,SUV
2016,1197,20436,80.0,5.0,22.0,5.4,1973,5.433399999999993,Comprehensive,Manual,First Owner,Petrol,Hatchback
2021,1498,23511,120.0,5.0,18.0,12.0,1975,12.4776,Not Available,Automatic,First Owner,Petrol,Sedan
2017,1991,57000,190.0,5.0,16.0,43.0,1976,39.4798,Comprehensive,Automatic,First Owner,Petrol,Sedan
2017,624,50000,40.0,4.0,26.0,2.4,1977,2.6898000000000017,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2015,2993,90000,260.0,5.0,16.0,35.0,1978,34.58669999999999,Comprehensive,Automatic,Third Owner,Diesel,SUV
2014,1995,42000,180.0,5.0,18.0,19.75,1979,19.635300000000004,Comprehensive,Automatic,First Owner,Diesel,Sedan
2015,1497,40000,120.0,5.0,18.0,6.65,1980,6.4791999999999925,Comprehensive,Automatic,First Owner,Petrol,Sedan
2010,1197,129032,80.0,5.0,18.0,1.5,1981,1.4967657000000003,Not Available,Manual,Fourth Owner,Petrol,Hatchback
2015,1493,115086,100.0,7.0,18.0,4.9,1982,4.765799999999994,Third Party insurance,Manual,Second Owner,Diesel,SUV
2021,1493,47344,110.0,5.0,20.0,15.56,1983,15.03869999999998,Zero Dep,Manual,First Owner,Diesel,SUV
2018,1582,63709,130.0,5.0,22.0,11.26,1984,11.041899999999998,Third Party insurance,Automatic,First Owner,Diesel,Sedan
2008,1061,184482,70.0,5.0,18.0,0.67576,1985,0.7565315999999987,Not Available,Manual,First Owner,Petrol,Hatchback
2021,1197,60157,80.0,5.0,20.0,7.65,1986,7.2738999999999905,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2020,1197,42847,80.0,5.0,22.0,6.5,1987,6.192200000000002,Not Available,Manual,First Owner,Petrol,Hatchback
2012,1199,52608,70.0,5.0,22.0,3.5,1989,3.1823,Not Available,Manual,Third Owner,Diesel,Hatchback
2022,1197,30000,80.0,5.0,22.0,8.5,1990,8.461099999999998,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2017,1991,45000,180.0,5.0,14.0,32.5,1991,29.596,Comprehensive,Automatic,First Owner,Petrol,Sedan
2020,1498,30000,120.0,5.0,18.0,11.25,1992,11.0675,Third Party insurance,Automatic,Second Owner,Petrol,Sedan
2015,1396,80000,90.0,5.0,22.0,4.0,1993,4.4863,Third Party insurance,Manual,Third Owner,Diesel,Hatchback
2015,1248,75000,70.0,5.0,26.0,5.85,1994,5.450300000000007,Comprehensive,Manual,First Owner,Diesel,Sedan
2015,1461,80000,80.0,5.0,20.0,6.25,1995,5.884199999999998,Third Party insurance,Manual,First Owner,Diesel,SUV
2017,1968,35000,170.0,5.0,14.0,25.75,1996,24.2465,Third Party insurance,Automatic,First Owner,Diesel,SUV
2017,1199,45000,90.0,5.0,18.0,6.11,1997,6.078100000000007,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2022,1956,7114,170.0,6.0,14.0,22.19,1998,23.11410000000003,Third Party,Automatic,First Owner,Diesel,SUV
2015,814,38000,60.0,5.0,22.0,2.2,1999,2.3911999999999987,Comprehensive,Manual,First Owner,Petrol,Hatchback
2017,2967,49000,240.0,7.0,12.0,43.5,2000,45.378,Comprehensive,Automatic,First Owner,Diesel,SUV
2020,998,34239,60.0,5.0,32.0,5.55,2001,5.5024000000000015,Zero Dep,Manual,First Owner,CNG,Hatchback
2014,2696,150000,160.0,7.0,12.0,8.0,2002,8.1709,Third Party insurance,Manual,First Owner,Diesel,SUV
2016,1498,100000,110.0,5.0,22.0,5.0,2003,5.2238,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2016,1591,74338,120.0,5.0,12.0,7.99,2004,8.221600000000004,Zero Dep,Manual,Second Owner,Petrol,SUV
2018,1197,59049,80.0,5.0,18.0,6.0,2005,6.125800000000001,Not Available,Automatic,First Owner,Petrol,Hatchback
2021,1199,20000,90.0,5.0,18.0,8.3,2006,8.18099999999999,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2019,998,43000,70.0,5.0,22.0,4.95,2007,4.8421999999999965,Comprehensive,Manual,First Owner,Petrol,Hatchback
2016,1396,120000,90.0,5.0,22.0,9.5,2008,7.9205,Third Party insurance,Manual,First Owner,Diesel,SUV
2018,2179,58665,150.0,7.0,16.0,13.5,2009,12.5986,Comprehensive,Manual,First Owner,Diesel,SUV
2015,1591,47500,120.0,5.0,18.0,5.99,2010,6.014000000000003,Comprehensive,Manual,Second Owner,Petrol,Sedan
2019,1197,12205,80.0,5.0,18.0,6.23,2012,6.2141000000000055,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2018,998,22793,70.0,5.0,22.0,3.95,2013,3.8249999999999935,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2015,998,89488,70.0,5.0,24.0,3.65,2014,3.4896999999999974,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2015,1086,60638,70.0,5.0,20.0,3.81,2015,3.4526000000000017,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2012,1198,107156,90.0,5.0,20.0,2.45,2016,2.545599999999996,Third Party,Manual,Third Owner,Petrol,Hatchback
2018,1197,43740,80.0,5.0,18.0,6.46,2017,6.029399999999997,Comprehensive,Manual,First Owner,Petrol,Hatchback
