,registered_year,engine_capacity,kms_driven,max_power,seats,mileage,resale_price_Lakh,ID,prediction,city,insurance,transmission_type,owner_type,fuel_type,body_type
2185,2022,1462,15000,100.0,5.0,20.0,18.75,2317,15.798899999999996,Delhi,Third Party insurance,Automatic,First Owner,Petrol,SUV
2186,2015,1086,59354,70.0,5.0,20.0,4.25,2319,4.0874,Bangalore,Comprehensive,Manual,First Owner,Petrol,Hatchback
2187,2016,1496,78900,90.0,5.0,16.0,4.75,2320,5.1371,Pune,Comprehensive,Manual,First Owner,Petrol,Hatchback
2188,2018,1197,50000,80.0,5.0,18.0,5.0,2321,5.1381,Agra,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2189,2011,1598,90000,100.0,5.0,20.0,3.0,2322,3.224,Hyderabad,Third Party insurance,Manual,Fifth Owner,Diesel,Sedan
2190,2016,1497,76953,120.0,5.0,18.0,7.08,2323,6.945000000000006,Mumbai,Third Party,Automatic,First Owner,Petrol,Sedan
2191,2012,1197,46891,90.0,5.0,18.0,3.28,2324,3.223199999999998,Delhi,Comprehensive,Manual,First Owner,Petrol,Hatchback
2192,2020,1199,24357,80.0,5.0,20.0,6.51,2325,6.497599999999994,Bangalore,Zero Dep,Manual,First Owner,Petrol,Hatchback
2193,2022,1197,10000,80.0,5.0,20.0,10.03,2326,9.286899999999989,Ahmedabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2194,2017,1498,54550,100.0,5.0,22.0,5.41,2327,5.7618000000000045,Ahmedabad,Comprehensive,Manual,Second Owner,Diesel,SUV
2195,2020,1497,26012,110.0,5.0,16.0,13.25,2328,13.0833,Delhi,Third Party insurance,Manual,First Owner,Petrol,SUV
2196,2019,1197,37702,80.0,5.0,22.0,7.56,2329,7.261999999999992,Hyderabad,Zero Dep,Automatic,First Owner,Petrol,Hatchback
2197,2011,2179,145580,140.0,7.0,14.0,2.96,2330,3.1438999999999977,Hyderabad,Not Available,Manual,First Owner,Diesel,SUV
2198,2017,2993,45000,260.0,5.0,16.0,64.99,2331,57.29229999999991,Mumbai,Zero Dep,Automatic,Second Owner,Diesel,Sedan
2199,2016,936,110000,60.0,5.0,26.0,2.25,2332,2.4403,Chennai,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2200,2011,1197,62690,80.0,5.0,16.0,2.61,2333,2.5032000000000045,Delhi,Comprehensive,Manual,First Owner,Petrol,Hatchback
2201,2014,1248,39000,90.0,5.0,20.0,5.45,2334,5.067199999999996,Bangalore,Comprehensive,Manual,First Owner,Diesel,Hatchback
2202,2022,998,14425,70.0,5.0,24.0,6.58,2335,6.1118,Kolkata,Zero Dep,Manual,First Owner,Petrol,Hatchback
2203,2016,999,37060,110.0,5.0,18.0,6.5,2336,6.408200000000001,Mumbai,Comprehensive,Manual,First Owner,Petrol,Sedan
2204,2019,1497,17200,120.0,5.0,18.0,10.95,2338,10.353100000000014,Pune,Zero Dep,Automatic,First Owner,Petrol,Sedan
2205,2011,2360,80000,170.0,5.0,12.0,3.97,2339,4.32150000000001,Agra,Third Party insurance,Automatic,Second Owner,Petrol,SUV
2206,2019,1462,35480,100.0,5.0,22.0,7.95,2340,7.829500000000007,Delhi,Third Party insurance,Manual,First Owner,Petrol,Sedan
2207,2016,1461,52000,110.0,5.0,20.0,4.85,2341,5.338900000000006,Delhi,Third Party insurance,Manual,First Owner,Diesel,SUV
2208,2022,1197,2000,80.0,5.0,20.0,6.99,2342,7.172700000000003,Kolkata,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2209,2018,1591,55000,120.0,5.0,16.0,7.25,2343,7.720500000000003,Kolkata,Comprehensive,Manual,First Owner,Petrol,SUV
2210,2019,1197,41599,80.0,5.0,20.0,5.19,2344,5.2439,Gurgaon,Zero Dep,Manual,First Owner,Petrol,Hatchback
2211,2022,1950,14000,240.0,5.0,16.0,75.0,2345,69.503,Delhi,Comprehensive,Automatic,First Owner,Diesel,Coupe
2212,2015,2179,73000,190.0,5.0,16.0,17.5,2346,18.082100000000004,Ahmedabad,Third Party insurance,Automatic,First Owner,Diesel,Sedan
2213,2021,1197,14000,80.0,5.0,20.0,7.9,2347,7.766599999999994,Ahmedabad,Comprehensive,Automatic,First Owner,Petrol,Sedan
2214,2020,1197,30000,80.0,5.0,22.0,6.3,2348,6.341999999999997,Agra,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2215,2018,1197,56129,80.0,5.0,18.0,5.49,2349,5.520100000000006,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2216,2009,1248,120000,80.0,5.0,18.0,1.95,2350,1.8817999999999984,Mumbai,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2217,2014,1086,15231,70.0,5.0,20.0,2.32,2351,2.5748999999999973,Kolkata,Third Party,Manual,Second Owner,Petrol,Hatchback
2218,2021,1368,16500,160.0,5.0,14.0,24.5,2352,22.6972,Delhi,Third Party insurance,Automatic,First Owner,Petrol,SUV
2219,2019,1991,70000,180.0,5.0,14.0,32.0,2353,29.168900000000004,Delhi,Comprehensive,Automatic,First Owner,Petrol,Sedan
2220,2020,796,10000,50.0,5.0,22.0,3.2,2354,3.3654999999999955,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2221,2016,1461,53872,80.0,5.0,20.0,4.97,2355,5.303000000000009,Chandigarh,Third Party insurance,Manual,First Owner,Diesel,SUV
2222,2017,998,20000,60.0,5.0,26.0,2.5,2356,3.0870000000000006,Mumbai,Third Party insurance,Manual,First Owner,CNG,Hatchback
2223,2013,814,99882,60.0,5.0,22.0,2.11,2357,2.062300000000003,Gurgaon,Third Party,Manual,Second Owner,Petrol,Hatchback
2224,2009,1197,70000,80.0,5.0,18.0,1.0,2358,1.2663,Delhi,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2225,2014,2982,66200,170.0,7.0,12.0,14.25,2359,14.543800000000006,Delhi,Comprehensive,Automatic,First Owner,Diesel,SUV
2226,2011,2523,60000,60.0,7.0,18.0,3.7,2360,3.908599999999995,Jaipur,Third Party insurance,Manual,Fifth Owner,Diesel,SUV
2227,2014,1591,66000,120.0,5.0,16.0,3.95,2361,4.544599999999994,Pune,Third Party insurance,Automatic,Third Owner,Petrol,Sedan
2228,2019,1199,51338,90.0,5.0,18.0,8.75,2362,8.723800000000002,Bangalore,Comprehensive,Manual,First Owner,Petrol,SUV
2229,2017,1197,19478,80.0,5.0,18.0,6.02,2363,5.605599999999994,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2230,2011,1086,120000,60.0,5.0,12.0,1.0,2364,1.1191000000000002,Delhi,Third Party insurance,Manual,Second Owner,CNG,Hatchback
2231,2012,2494,137025,100.0,8.0,12.0,8.69,2366,7.663000000000011,Chandigarh,Not Available,Manual,Second Owner,Diesel,MUV
2232,2014,1968,75903,170.0,5.0,14.0,15.0,2368,14.1183,Gurgaon,Third Party,Automatic,First Owner,Diesel,SUV
2233,2018,1198,50000,110.0,5.0,16.0,7.0,2369,6.998300000000001,Pune,Third Party insurance,Manual,Second Owner,Petrol,SUV
2234,2017,1995,38000,190.0,5.0,20.0,22.5,2370,23.678400000000007,Delhi,Third Party insurance,Automatic,First Owner,Diesel,SUV
2235,2017,998,58426,70.0,5.0,20.0,3.81,2371,3.8688000000000007,Chennai,Comprehensive,Manual,First Owner,Petrol,Hatchback
2236,2016,1198,39198,80.0,6.0,18.0,3.75,2372,3.6979,Mumbai,Third Party insurance,Manual,First Owner,Petrol,SUV
2237,2013,2179,70000,120.0,7.0,12.0,5.2,2373,5.098499999999996,Jaipur,Third Party insurance,Manual,Third Owner,Diesel,SUV
2238,2017,998,23993,70.0,5.0,22.0,5.45,2374,5.260599999999995,Bangalore,Third Party insurance,Automatic,Second Owner,Petrol,Hatchback
2239,2017,1197,89064,80.0,5.0,20.0,4.42,2375,4.475800000000001,Ahmedabad,Third Party,Manual,First Owner,Petrol,Hatchback
2240,2017,1248,124644,70.0,5.0,26.0,4.39,2376,4.597299999999993,Lucknow,Zero Dep,Manual,First Owner,Diesel,Hatchback
2241,2012,814,56979,60.0,5.0,22.0,1.75,2377,1.8093,Mumbai,Third Party,Manual,Second Owner,Petrol,Hatchback
2242,2015,1197,48347,80.0,5.0,18.0,4.28,2378,4.396199999999993,Mumbai,Third Party,Automatic,Second Owner,Petrol,Hatchback
2243,2008,1086,92341,70.0,5.0,20.0,0.8,2379,0.9926269999999984,Gurgaon,Third Party,Manual,Second Owner,Petrol,Hatchback
2244,2011,1798,80000,160.0,5.0,14.0,4.2,2380,4.262999999999996,Mumbai,Third Party insurance,Automatic,Second Owner,Petrol,Sedan
2245,2017,1199,21000,90.0,5.0,20.0,6.5,2381,6.4502,Mumbai,Comprehensive,Automatic,Second Owner,Petrol,Hatchback
2246,2019,998,60000,120.0,5.0,18.0,9.0,2382,8.917699999999998,Chennai,Third Party insurance,Manual,First Owner,Petrol,SUV
2247,2013,998,100000,70.0,5.0,20.0,2.63,2383,2.612599999999997,Hyderabad,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2248,2011,1582,70000,130.0,5.0,22.0,2.2,2384,2.808599999999996,Delhi,Third Party insurance,Automatic,Fourth Owner,Diesel,Sedan
2249,2019,3198,23000,200.0,7.0,10.0,34.0,2385,35.1369,Delhi,Comprehensive,Automatic,First Owner,Diesel,SUV
2250,2013,1197,40000,90.0,5.0,18.0,3.7,2386,3.549799999999997,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2251,2017,1582,98000,130.0,5.0,18.0,12.75,2387,11.991600000000004,Bangalore,Comprehensive,Automatic,First Owner,Diesel,SUV
2252,2011,1248,150000,90.0,5.0,18.0,1.5,2388,1.7589999999999997,Agra,Third Party insurance,Manual,First Owner,Diesel,Sedan
2253,2016,1199,92000,70.0,5.0,16.0,6.45,2389,5.9796,Bangalore,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2254,2019,1498,56569,100.0,5.0,24.0,7.26,2390,7.581399999999994,Jaipur,Third Party,Manual,First Owner,Diesel,SUV
2255,2019,1199,57424,90.0,5.0,18.0,6.4,2391,6.487699999999992,Chennai,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2256,2017,1591,75000,120.0,5.0,16.0,8.3,2392,8.41219999999999,Delhi,Comprehensive,Manual,First Owner,Petrol,SUV
2257,2009,1086,70000,60.0,5.0,18.0,1.62,2393,1.3974000000000013,Delhi,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2258,2013,1995,80000,190.0,5.0,18.0,12.0,2394,13.153,Mumbai,Third Party insurance,Automatic,Second Owner,Diesel,Sedan
2259,2016,1197,72945,80.0,5.0,22.0,4.71,2396,4.712499999999995,Delhi,Third Party,Manual,Second Owner,Petrol,Hatchback
2260,2015,1582,70000,130.0,5.0,18.0,11.0,2397,9.9397,Bangalore,Third Party insurance,Automatic,First Owner,Diesel,SUV
2261,2021,1956,24060,170.0,6.0,14.0,19.02,2398,20.660299999999992,Chennai,Third Party,Automatic,First Owner,Diesel,SUV
2262,2022,1497,10000,110.0,5.0,18.0,12.2,2399,13.039300000000011,Gurgaon,Third Party insurance,Automatic,First Owner,Petrol,Sedan
2263,2022,1199,10000,110.0,5.0,20.0,9.5,2400,9.421600000000002,Bangalore,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2264,2021,1493,50000,110.0,6.0,20.0,17.0,2401,16.7699,Ahmedabad,Third Party insurance,Manual,First Owner,Diesel,SUV
2265,2019,1248,70000,90.0,5.0,24.0,7.6,2402,7.934100000000009,Chennai,Third Party insurance,Manual,First Owner,Diesel,SUV
2266,2011,998,58747,70.0,5.0,20.0,2.22,2403,2.2276,Chennai,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2267,2015,0,43064,30.0,5.0,120.0,3.35,2404,2.9508999999999985,Hyderabad,Third Party insurance,Automatic,First Owner,Electric,Hatchback
2268,2016,1197,19260,80.0,5.0,18.0,4.46,2405,4.874099999999993,Delhi,Zero Dep,Manual,First Owner,Petrol,Hatchback
2269,2010,1497,100000,120.0,5.0,16.0,2.5,2406,2.4953293,Gurgaon,Third Party insurance,Manual,Third Owner,Petrol,Sedan
2270,2016,1498,50000,100.0,5.0,26.0,6.31,2408,5.9362999999999975,Ahmedabad,Third Party insurance,Manual,First Owner,Diesel,Sedan
2271,2013,2400,112776,200.0,7.0,12.0,11.75,2409,11.9173,Mumbai,Third Party insurance,Automatic,Third Owner,Diesel,SUV
2272,2021,998,51121,60.0,5.0,32.0,6.4,2410,6.264099999999989,Pune,Comprehensive,Manual,Second Owner,CNG,Hatchback
2273,2012,998,40000,70.0,5.0,18.0,2.3,2411,2.365300000000002,Mumbai,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2274,2017,1197,70000,80.0,5.0,18.0,4.5,2413,4.556700000000001,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2275,2014,1198,56715,90.0,5.0,18.0,3.95,2414,4.134299999999997,Bangalore,Comprehensive,Manual,First Owner,Petrol,Sedan
2276,2022,1199,17284,90.0,5.0,16.0,9.0,2415,8.9305,Jaipur,Not Available,Manual,First Owner,Petrol,SUV
2277,2022,999,10000,70.0,5.0,22.0,5.1,2416,4.973300000000008,Kolkata,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2278,2021,1197,30000,80.0,5.0,22.0,7.0,2417,6.983600000000001,Agra,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2279,2018,1197,16247,80.0,5.0,18.0,6.39,2418,6.392199999999992,Bangalore,Zero Dep,Manual,First Owner,Petrol,Hatchback
2280,2019,1198,14917,80.0,6.0,18.0,4.18,2419,4.472200000000004,Kolkata,Third Party,Manual,First Owner,Petrol,Hatchback
2281,2013,1197,40000,80.0,5.0,20.0,3.7,2420,3.7340999999999966,Chennai,Comprehensive,Manual,First Owner,Petrol,Hatchback
2282,2021,1497,10000,110.0,5.0,18.0,11.0,2421,11.4517,Delhi,Third Party insurance,Manual,First Owner,Petrol,Sedan
2283,2010,1197,65000,80.0,5.0,18.0,1.95,2422,2.092599999999998,Pune,Comprehensive,Manual,First Owner,Petrol,Hatchback
2284,2021,1199,26662,80.0,5.0,20.0,5.84,2423,6.037599999999995,Mumbai,Third Party,Manual,First Owner,Petrol,Hatchback
2285,2020,1197,30203,80.0,5.0,20.0,6.53,2424,6.704499999999992,Hyderabad,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2286,2020,2755,60000,170.0,7.0,12.0,32.5,2425,32.2165,Lucknow,Third Party insurance,Automatic,First Owner,Diesel,SUV
2287,2020,2198,33000,160.0,7.0,12.0,33.9,2426,33.22940000000003,Delhi,Comprehensive,Automatic,First Owner,Diesel,SUV
2288,2016,1997,64986,140.0,7.0,16.0,6.7,2427,7.71070000000001,Kolkata,Comprehensive,Manual,First Owner,Diesel,SUV
2289,2019,1197,98000,80.0,5.0,22.0,6.5,2428,6.5158,Bangalore,Comprehensive,Manual,First Owner,Petrol,Hatchback
2290,2020,1197,28778,80.0,5.0,20.0,6.94,2429,6.942700000000009,Chandigarh,Zero Dep,Automatic,First Owner,Petrol,Hatchback
2291,2021,1462,40000,100.0,7.0,20.0,11.1,2430,11.023100000000005,Chennai,Comprehensive,Manual,First Owner,Petrol,MUV
2292,2019,1197,36500,80.0,5.0,22.0,7.55,2431,7.379099999999995,Gurgaon,Comprehensive,Automatic,First Owner,Petrol,Sedan
2293,2021,1451,20000,140.0,5.0,14.0,17.0,2432,17.395000000000003,Hyderabad,Third Party insurance,Automatic,First Owner,Petrol,SUV
2294,2019,1956,34000,140.0,5.0,16.0,13.75,2433,14.051900000000003,Mumbai,Comprehensive,Manual,First Owner,Diesel,SUV
2295,2021,1462,45000,100.0,5.0,18.0,10.25,2434,10.0473,Bangalore,Comprehensive,Manual,First Owner,Petrol,SUV
2296,2021,1498,40000,100.0,5.0,22.0,9.5,2435,9.5553,Chennai,Third Party insurance,Manual,First Owner,Diesel,SUV
2297,2010,998,88084,70.0,5.0,20.0,1.76,2436,1.7142000000000002,Pune,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2298,2016,1591,70523,120.0,5.0,14.0,9.0,2437,8.8574,Mumbai,Third Party,Automatic,First Owner,Petrol,SUV
2299,2021,999,50000,70.0,5.0,22.0,4.8,2438,4.752000000000006,Gurgaon,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2300,2016,998,85577,70.0,5.0,20.0,3.71,2439,3.773599999999996,Bangalore,Comprehensive,Automatic,Third Owner,Petrol,Hatchback
2301,2011,1197,64752,90.0,5.0,18.0,2.01,2440,2.1515999999999984,Delhi,Third Party,Manual,First Owner,Petrol,Hatchback
2302,2018,998,80000,60.0,5.0,26.0,3.5,2442,3.5341000000000005,Delhi,Third Party insurance,Manual,Second Owner,CNG,Hatchback
2303,2013,796,97228,50.0,5.0,32.0,2.79,2443,2.704199999999998,Pune,Comprehensive,Manual,First Owner,CNG,Hatchback
2304,2018,1199,47627,90.0,5.0,18.0,7.22,2444,7.15370000000001,Ahmedabad,Zero Dep,Manual,First Owner,Petrol,SUV
2305,2020,2157,28000,180.0,7.0,12.0,26.95,2445,26.847999999999992,Mumbai,Third Party insurance,Automatic,First Owner,Diesel,SUV
2306,2019,1497,27812,120.0,5.0,16.0,9.0,2446,8.986399999999998,Chennai,Comprehensive,Manual,First Owner,Petrol,Sedan
2307,2022,2393,12420,150.0,7.0,12.0,23.0,2447,22.5662,Jaipur,Not Available,Manual,First Owner,Diesel,MUV
2308,2017,1999,38708,150.0,5.0,14.0,11.3,2448,10.417499999999988,Delhi,Third Party,Manual,First Owner,Petrol,SUV
2309,2016,1461,86000,110.0,5.0,20.0,5.89,2449,6.016499999999993,Delhi,Comprehensive,Automatic,First Owner,Diesel,SUV
2310,2017,1197,57800,80.0,5.0,22.0,5.35,2450,5.302400000000007,Gurgaon,Third Party,Manual,First Owner,Petrol,Hatchback
2311,2016,1497,114831,120.0,7.0,16.0,7.24,2451,6.960900000000004,Pune,Zero Dep,Automatic,First Owner,Petrol,SUV
2312,2019,1197,15742,80.0,5.0,20.0,7.43,2452,6.964099999999995,Mumbai,Comprehensive,Manual,First Owner,Petrol,Hatchback
2313,2018,1598,70000,100.0,5.0,14.0,6.95,2453,6.839400000000007,Delhi,Third Party insurance,Manual,First Owner,Petrol,SUV
2314,2019,1353,16858,140.0,5.0,16.0,14.25,2454,15.375400000000004,Jaipur,Comprehensive,Automatic,First Owner,Petrol,SUV
2315,2020,1197,20000,80.0,5.0,18.0,6.9,2455,6.774199999999992,Chandigarh,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2316,2014,1399,80000,70.0,5.0,20.0,3.0,2456,3.1189000000000004,Chennai,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2317,2017,1199,50000,70.0,5.0,16.0,5.75,2457,5.710200000000001,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2318,2014,936,71000,60.0,5.0,26.0,1.6,2458,1.6958999999999984,Delhi,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
2319,2017,2143,53580,200.0,5.0,18.0,39.75,2459,36.8153,Delhi,Third Party insurance,Automatic,First Owner,Diesel,SUV
2320,2018,1462,33000,100.0,5.0,20.0,8.9,2460,8.419999999999991,Delhi,Comprehensive,Manual,First Owner,Petrol,Sedan
2321,2012,998,87381,60.0,5.0,26.0,2.09,2461,2.210300000000002,Ahmedabad,Not Available,Manual,Third Owner,CNG,Hatchback
2322,2013,2982,80000,170.0,7.0,12.0,17.5,2462,16.417900000000003,Bangalore,Comprehensive,Manual,First Owner,Diesel,SUV
2323,2015,1248,70000,70.0,5.0,28.0,4.8,2463,4.887500000000004,Mumbai,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2324,2011,1197,60000,80.0,5.0,20.0,1.95,2464,1.9729999999999988,Mumbai,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2325,2017,1199,40073,90.0,5.0,18.0,6.57,2465,6.264300000000003,Bangalore,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2326,2022,998,19000,120.0,5.0,18.0,13.65,2466,13.351500000000003,Bangalore,Comprehensive,Automatic,First Owner,Petrol,SUV
2327,2018,1968,60000,150.0,5.0,18.0,40.0,2467,31.4653,Pune,Third Party insurance,Automatic,First Owner,Diesel,SUV
2328,2018,1248,93745,70.0,5.0,28.0,6.91,2468,7.012100000000003,Chennai,Third Party,Automatic,First Owner,Diesel,Sedan
2329,2016,1997,118000,140.0,7.0,16.0,6.85,2469,7.455600000000007,Delhi,Comprehensive,Manual,Second Owner,Diesel,SUV
2330,2014,1197,109004,80.0,5.0,20.0,3.34,2470,3.498699999999996,Delhi,Third Party,Manual,First Owner,Petrol,Sedan
2331,2018,1197,32000,80.0,5.0,20.0,7.25,2471,6.9682,Chennai,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2332,2022,1497,5000,120.0,5.0,18.0,16.8,2473,15.893999999999984,Bangalore,Comprehensive,Automatic,First Owner,Petrol,Sedan
2333,2017,814,20000,60.0,5.0,22.0,1.6,2474,2.063399999999997,Kolkata,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2334,2016,998,18732,70.0,5.0,26.0,5.08,2475,4.811399999999997,Hyderabad,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2335,2011,2143,80000,200.0,5.0,20.0,12.0,2476,11.5775,Chennai,Third Party insurance,Automatic,Second Owner,Diesel,Sedan
2336,2011,998,78724,60.0,5.0,26.0,2.17,2477,2.076899999999997,Delhi,Comprehensive,Manual,First Owner,CNG,Hatchback
2337,2015,1197,43013,90.0,5.0,22.0,4.74,2478,4.675100000000003,Ahmedabad,Comprehensive,Manual,First Owner,Petrol,Hatchback
2338,2019,1199,70000,80.0,5.0,24.0,4.6,2479,4.679000000000006,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2339,2014,2953,111023,150.0,7.0,12.0,6.0,2480,7.919099999999999,Gurgaon,Third Party,Automatic,Third Owner,Diesel,SUV
2340,2016,1198,52000,90.0,5.0,18.0,3.95,2481,3.996099999999995,Delhi,Comprehensive,Manual,First Owner,Petrol,Sedan
2341,2021,1197,30000,80.0,5.0,22.0,6.5,2482,6.6952,Lucknow,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2342,2019,1498,20000,80.0,5.0,24.0,9.25,2483,8.512499999999996,Hyderabad,Third Party insurance,Automatic,First Owner,Diesel,Sedan
2343,2022,999,20725,70.0,7.0,20.0,6.35,2484,6.65660000000001,Ahmedabad,Third Party,Manual,First Owner,Petrol,MUV
2344,2011,1199,80000,70.0,5.0,22.0,1.65,2485,1.896000000000002,Mumbai,Third Party insurance,Manual,Third Owner,Diesel,Hatchback
2345,2012,2494,100000,100.0,7.0,12.0,6.3,2486,6.732999999999999,Chandigarh,Third Party insurance,Manual,Third Owner,Diesel,MUV
2346,2018,1497,35821,120.0,5.0,18.0,9.45,2487,9.197200000000011,Chennai,Comprehensive,Automatic,Second Owner,Petrol,Sedan
2347,2021,1199,36251,120.0,5.0,18.0,9.44,2488,9.172200000000014,Jaipur,Zero Dep,Manual,First Owner,Petrol,SUV
2348,2011,1197,42588,80.0,5.0,20.0,2.2,2489,2.176999999999998,Delhi,Comprehensive,Manual,First Owner,Petrol,Hatchback
2349,2020,1995,50000,190.0,5.0,20.0,41.0,2490,38.8675,Chennai,Comprehensive,Automatic,First Owner,Diesel,Sedan
2350,2014,2179,110000,140.0,7.0,16.0,4.75,2491,5.6063,Delhi,Third Party insurance,Manual,First Owner,Diesel,SUV
2351,2021,1493,31008,110.0,6.0,18.0,20.27,2492,19.045299999999997,Ahmedabad,Comprehensive,Automatic,First Owner,Diesel,SUV
2352,2022,1999,1150,160.0,6.0,14.0,22.0,2493,23.1826,Mumbai,Comprehensive,Automatic,First Owner,Petrol,SUV
2353,2017,1956,49083,170.0,5.0,18.0,14.45,2494,13.881600000000022,Bangalore,Comprehensive,Manual,Second Owner,Diesel,SUV
2354,2018,1248,89035,70.0,5.0,28.0,6.16,2495,6.067000000000003,Delhi,Comprehensive,Manual,Second Owner,Diesel,Hatchback
2355,2013,1198,90000,90.0,5.0,20.0,1.8,2496,2.202600000000002,Jaipur,Third Party insurance,Manual,Third Owner,Petrol,Hatchback
2356,2018,1248,99561,90.0,5.0,24.0,7.32,2497,7.057200000000007,Delhi,Third Party,Manual,First Owner,Diesel,SUV
2357,2022,999,30000,70.0,5.0,22.0,6.05,2498,5.693500000000004,Mumbai,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2358,2017,796,100000,40.0,5.0,34.0,2.7,2499,2.604999999999996,Lucknow,Third Party insurance,Manual,First Owner,CNG,Hatchback
2359,2020,796,15664,50.0,5.0,22.0,3.4,2500,3.465999999999997,Kolkata,Comprehensive,Manual,First Owner,Petrol,Hatchback
2360,2020,1197,40835,80.0,5.0,20.0,7.39,2501,6.881599999999995,Gurgaon,Third Party,Automatic,Second Owner,Petrol,Hatchback
